Image Path,Dish Name,Calories (kcal),Carbohydrates (g),Protein (g),Fats (g),Free Sugar (g),Fibre (g),Sodium (mg),Calcium (mg),Iron (mg),Vitamin C (mg),Folate (µg)
C:/food-project/raw_images/aloo_shimla_mirch/2cd1fa8979.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/35c0a2cf96.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/35ef94c216.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/36d3128094.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/3ce4fd46bc.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/3e6ab297bb.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/49af76e834.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/4c8c086d0f.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/4cf3d6ada5.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/4e692daa50.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/56a2353d92.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/58deddc98d.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/5d8052f0d3.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/62b50034b3.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/6a883ced3e.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/6af6f4dfe9.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/6b243b6acc.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/6bae3817f2.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/7a638e194e.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/7b068d3c51.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/7ccd3c8671.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/7d38900e99.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/8a9cd7728f.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/8d3fa19580.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/8eafe1db4b.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/9b47e0d2ac.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/9c43fe4893.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/9cf396e4e8.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/9e6fd4bea2.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/9efdf39550.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/9f8a808ba1.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_shimla_mirch/9fef927573.jpg,aloo_shimla_mirch,100,33.7,12.5,16.1,12.1,2.5,32.9,45.4,2.8,42.5,48.8
C:/food-project/raw_images/aloo_tikki/004bd4d6cd.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/03b0fedc34.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/11c8d61025.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/11da917821.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/14a0a9e2e6.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/16bcf1d5b8.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/17ac518dc6.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/1ae2362cff.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/1d825896d3.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/1dbb376e65.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/1e00272870.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/1f6472d8be.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/21d8d67b04.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/23b46d3513.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/26b97dc697.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/26dba0dd81.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/29e32bdf3b.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/2a2944e670.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/2bc7391acb.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/2c09787601.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/2c7eab292d.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/2cb4df3a6a.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/2e9b9ec2a7.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/2f072aa30b.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/33ec1ae1fe.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/3abfca97d1.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/3be53b71ca.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/44ce6ce2dc.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/4bb6bb23de.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/4eb99cdf90.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/50ec66e090.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/54c815005f.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/58d9036046.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/5c64ff30af.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/5f4bd15aa6.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/5fad6d5c12.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/6a0dfc7de6.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/6d30efcf50.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/7cd9a95c9b.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/7ddd065bca.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/8a2bbb6763.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/8b24ee7bd8.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/8babb2f769.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/8c6f8cf955.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/8c85aaee65.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/8f69964fa6.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/9c7530dcc4.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/9cc5561f4a.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/9d0dc30e44.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/aloo_tikki/9f5b0916d7.jpg,aloo_tikki,135,38.1,3.6,9,10,2.9,105.2,55.8,0.7,15,15.6
C:/food-project/raw_images/anarsa/08d5d2be70.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/0a1d7d085c.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/0b3026c349.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/0b9a4d0ea8.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/0f964b310f.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/15b99a14c3.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/19e9391328.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/1c5af2c89c.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/1e6623ddfb.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/1f2cc8da58.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/2a3fea2107.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/2a667719d6.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/2bf44d9f27.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/2d5317d3d7.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/2d6823df8f.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/2e2b1fc3ef.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/3b2423109c.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/3c222dedb7.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/4a6fadbe8f.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/4b8a4e7da7.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/4be6e630c3.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/4ce846d106.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/4cfef304e0.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/4d492d90ce.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/4dd5ccddce.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/4f1b1e5bff.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/5b789d408c.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/5c2b11b7fd.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/5fa2d6663e.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/6b1186175c.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/6ea0975860.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/6fb51f38d5.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/7a00e0bc6f.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/7a149db8d2.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/7b43d28e95.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/7c657fc3fc.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/7cc9f68c49.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/7cd5035533.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/7cdb785243.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/7d2f741bbb.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/7ecbf8df97.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/7ed98ee1b1.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/8a323e291a.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/8c63eb9fa3.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/8cf2dcb428.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/8e67edf646.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/8fca8c3dce.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/9b4b1974be.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/9db598a567.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/anarsa/9fba3d6a83.jpg,anarsa,100,10.2,23.1,3.2,2.1,1.4,0.9,16.6,4.6,15.7,19.9
C:/food-project/raw_images/ariselu/000c3b0a6a.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/007c4a2229.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/00a5324fe8.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/00dd586fe7.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/01e889cf43.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/02f2e49039.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/0b8538cf60.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/0bcca9f997.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/10a489e736.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/11cdc433bf.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/18e767b912.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/19d035e698.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/1a85553f3a.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/1e734cc797.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/2bbff54710.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/2d649b9126.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/2f1576de9d.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/2f98cadba7.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/34a12765a3.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/37ecd7b6f8.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/3e4a0df5f9.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/3fb1cc25a3.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/42c26c6c89.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/43e52e24c7.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/46a79ca929.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/4ba54c8c49.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/4de960d2c6.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/4e61073867.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/51e3c28cdb.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/5b33956121.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/5b7fb069e4.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/5cd0548db4.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/5cd5b49a27.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/5d453d225b.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/61e6d657be.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/66b4206d98.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/6e131ea787.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/6ec2fb2bf0.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/7b5411c0c2.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/7d120ae799.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/8a85b13743.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/8ac8bbff12.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/8ba01e1000.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/8daf753966.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/8fc721ccdb.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/9ca3e6b468.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
C:/food-project/raw_images/ariselu/9e3bb8bec0.jpg,ariselu,189,58,19.7,14.5,9.7,2,5.8,14.8,4.2,37.7,40.1
